seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
2M30S,0.8854388666392997,0.8274205050676324,0.7326302742412014,0.8854388666392997,0.8853709404602108,0.8850652177672761,0.8845818636548355,0.8839658634901679,0.8825862235754453,0.8787915053165968,0.8710213699198504,0.8634100096292103,0.855030330251725,0.8421735193732717,0.8209145345420586,0.7873629412134351,0.7430704785719316,0.6754979747145528,0.5788092499400057,0.4568260639925698,0.27211008190563196,0.03974756747569574,0.7364091896017774,0.8917853685520675,0.8915237831858407,0.8906741301268097,0.8891727661925148,0.8870227954615995,0.8831910792951542,0.8750599684737167,0.8584383384845294,0.8417987815140193,0.828138050850289,0.8122743682310469,0.7886375523012552,0.7494644627042235,0.6957882666501379,0.6177270577105014,0.5087129149663615,0.3709661254760473,0.19247700823780675,0.024489795918367346,0.7103864533859099,0.8791375303997412,0.8792605615188572,0.8794916268533675,0.8800146644815773,0.8809194665727685,0.8819817820927573,0.8825389546314347,0.8837888440495432,0.8855760558207673,0.8827958875935508,0.8731732336675413,0.8545125337437375,0.8271778477119481,0.7935657477862559,0.7386717291203827,0.6585642667205825,0.5625582456488154,0.38468956553609746,0.06451132240959526,0.7669963087557538,0.8951898382730618,0.8950510168668009,0.8945998472964531,0.8938016242104533,0.8926563476088013,0.8906087318664538,0.8862358575692372,0.877177760810717,0.8679461372943708,0.8602415492468939,0.8511487471368085,0.8373013118622892,0.8135281460401194,0.7791698479905601,0.7251336156035261,0.6403137363781495,0.5138474352745194,0.3065176650239467,0.045394599847296456,0.7560980955894978,0.9957535515750463,0.9955991352686844,0.995097282273008,0.9942093885114268,0.9929354539839407,0.990657813465102,0.9857936998147004,0.975718035824583,0.9654493514515132,0.9568792464484249,0.9467649783817171,0.9313619518221125,0.9049181593576282,0.866700123533045,0.8065935762816553,0.7122452130945027,0.5715719579987647,0.3409512044471896,0.050494132180358246,0.8410365397743896,0.8842349769366018,0.8843589496922459,0.8846313958836304,0.8851936018451174,0.886100875747201,0.887304178608174,0.8885206142154087,0.8908636900062115,0.89419649985937,0.8942029363031596,0.8892142419108848,0.8784296442461642,0.8617787715626261,0.839586984516299,0.8031970214113984,0.7460318095148699,0.6680467536252036,0.5138305379718584,0.11828009719281285,0.7998949253183809,0.9767178842510785,0.9766713406418475,0.9764038074214338,0.976092062494753,0.9758950326110755,0.9755433725241799,0.9730542969575517,0.9685966491579893,0.9674052868338062,0.9655310090086726,0.9594793715203327,0.9473791600977568,0.9273045612897843,0.9010801495312548,0.8597632788204007,0.794953879052613,0.702994813946718,0.5255194744232162,0.11899717368136262,0.8668096107508328,0.8274205050676324,0.8275348428167408,0.8278872172944238,0.8284692539117474,0.8292431101554589,0.8305084200591796,0.8329862143287851,0.8376804400294079,0.84207027302832,0.8453674442909398,0.8487578020231408,0.8532544578390073,0.8598905208397521,0.8679721169465908,0.8784686092402522,0.8919829562359692,0.9080410399363655,0.9289003510191446,0.9609475572544564,0.8593359543324903,0.8871273773581352,0.8871206567758004,0.8870135709680724,0.8868813542084707,0.8867684892734636,0.8862847603783705,0.8843854743809667,0.8804770975175165,0.8767167826214,0.8714457539125788,0.8620906587299989,0.8458631482139413,0.8203246070273386,0.7863348542911806,0.7318713696280047,0.6493748888500328,0.5376514779289431,0.3433862946991349,0.05411529974418977,0.7613281008688179,25794.0,25790.0,25777.0,25754.0,25721.0,25662.0,25536.0,25275.0,25009.0,24787.0,24525.0,24126.0,23441.0,22451.0,20894.0,18450.0,14806.0,8832.0,1308.0,21786.21052631579,3020.0,3024.0,3037.0,3060.0,3093.0,3152.0,3278.0,3539.0,3805.0,4027.0,4289.0,4688.0,5373.0,6363.0,7920.0,10364.0,14008.0,19982.0,27506.0,7027.789473684211,110.0,114.0,127.0,150.0,183.0,242.0,368.0,629.0,895.0,1117.0,1379.0,1778.0,2463.0,3453.0,5010.0,7454.0,11098.0,17072.0,24596.0,4117.789473684211,0.8207815645172486,0.8451833148294157,0.8217533143610745,0.8603803706531548,0.9570336627547869,0.8695652173913043,0.043478260869565216,0.08695652173913043,0.6875803275468884,0.906136920209072,0.8833333333333333,0.8217030902328263,20952.939557936043,24791,4023,1113,28,20,1,2,166.0,1260,0.853722723783764,0.8106128965086417,0.9016754169240272,23357,5457,2547,25904,28814,45,23
COMBINED,0.8854388666392997,0.8274205050676324,0.7326302742412014,0.8854388666392997,0.8853709404602108,0.8850652177672761,0.8845818636548355,0.8839658634901679,0.8825862235754453,0.8787915053165968,0.8710213699198504,0.8634100096292103,0.855030330251725,0.8421735193732717,0.8209145345420586,0.7873629412134351,0.7430704785719316,0.6754979747145528,0.5788092499400057,0.4568260639925698,0.27211008190563196,0.03974756747569574,0.7364091896017774,0.8917853685520675,0.8915237831858407,0.8906741301268097,0.8891727661925148,0.8870227954615995,0.8831910792951542,0.8750599684737167,0.8584383384845294,0.8417987815140193,0.828138050850289,0.8122743682310469,0.7886375523012552,0.7494644627042235,0.6957882666501379,0.6177270577105014,0.5087129149663615,0.3709661254760473,0.19247700823780675,0.024489795918367346,0.7103864533859099,0.8791375303997412,0.8792605615188572,0.8794916268533675,0.8800146644815773,0.8809194665727685,0.8819817820927573,0.8825389546314347,0.8837888440495432,0.8855760558207673,0.8827958875935508,0.8731732336675413,0.8545125337437375,0.8271778477119481,0.7935657477862559,0.7386717291203827,0.6585642667205825,0.5625582456488154,0.38468956553609746,0.06451132240959526,0.7669963087557538,0.8951898382730618,0.8950510168668009,0.8945998472964531,0.8938016242104533,0.8926563476088013,0.8906087318664538,0.8862358575692372,0.877177760810717,0.8679461372943708,0.8602415492468939,0.8511487471368085,0.8373013118622892,0.8135281460401194,0.7791698479905601,0.7251336156035261,0.6403137363781495,0.5138474352745194,0.3065176650239467,0.045394599847296456,0.7560980955894978,0.9957535515750463,0.9955991352686844,0.995097282273008,0.9942093885114268,0.9929354539839407,0.990657813465102,0.9857936998147004,0.975718035824583,0.9654493514515132,0.9568792464484249,0.9467649783817171,0.9313619518221125,0.9049181593576282,0.866700123533045,0.8065935762816553,0.7122452130945027,0.5715719579987647,0.3409512044471896,0.050494132180358246,0.8410365397743896,0.8842349769366018,0.8843589496922459,0.8846313958836304,0.8851936018451174,0.886100875747201,0.887304178608174,0.8885206142154087,0.8908636900062115,0.89419649985937,0.8942029363031596,0.8892142419108848,0.8784296442461642,0.8617787715626261,0.839586984516299,0.8031970214113984,0.7460318095148699,0.6680467536252036,0.5138305379718584,0.11828009719281285,0.7998949253183809,0.9767178842510785,0.9766713406418475,0.9764038074214338,0.976092062494753,0.9758950326110755,0.9755433725241799,0.9730542969575517,0.9685966491579893,0.9674052868338062,0.9655310090086726,0.9594793715203327,0.9473791600977568,0.9273045612897843,0.9010801495312548,0.8597632788204007,0.794953879052613,0.702994813946718,0.5255194744232162,0.11899717368136262,0.8668096107508328,0.8274205050676324,0.8275348428167408,0.8278872172944238,0.8284692539117474,0.8292431101554589,0.8305084200591796,0.8329862143287851,0.8376804400294079,0.84207027302832,0.8453674442909398,0.8487578020231408,0.8532544578390073,0.8598905208397521,0.8679721169465908,0.8784686092402522,0.8919829562359692,0.9080410399363655,0.9289003510191446,0.9609475572544564,0.8593359543324903,0.8871273773581352,0.8871206567758004,0.8870135709680724,0.8868813542084707,0.8867684892734636,0.8862847603783705,0.8843854743809667,0.8804770975175165,0.8767167826214,0.8714457539125788,0.8620906587299989,0.8458631482139413,0.8203246070273386,0.7863348542911806,0.7318713696280047,0.6493748888500328,0.5376514779289431,0.3433862946991349,0.05411529974418977,0.7613281008688179,25794.0,25790.0,25777.0,25754.0,25721.0,25662.0,25536.0,25275.0,25009.0,24787.0,24525.0,24126.0,23441.0,22451.0,20894.0,18450.0,14806.0,8832.0,1308.0,21786.21052631579,3020.0,3024.0,3037.0,3060.0,3093.0,3152.0,3278.0,3539.0,3805.0,4027.0,4289.0,4688.0,5373.0,6363.0,7920.0,10364.0,14008.0,19982.0,27506.0,7027.789473684211,110.0,114.0,127.0,150.0,183.0,242.0,368.0,629.0,895.0,1117.0,1379.0,1778.0,2463.0,3453.0,5010.0,7454.0,11098.0,17072.0,24596.0,4117.789473684211,0.8207815645172486,0.8451833148294157,0.8217533143610745,0.8603803706531548,0.9570336627547869,0.8695652173913043,0.043478260869565216,0.08695652173913043,0.6875803275468884,0.906136920209072,0.8833333333333333,0.8217030902328263,20952.939557936043,24791,4023,1113,28,20,1,2,166.0,1260,0.853722723783764,0.8106128965086417,0.9016754169240272,23357,5457,2547,25904,28814,45,23
